draws,lp__,overall_mean,yearly_trend,theta,sigma_v,theta_v,mu_v,day_coef_raw.1,day_coef_raw.2,day_coef_raw.3,day_coef_raw.4,day_coef_raw.5,day_coef_raw.6,hour_coef_raw.1,hour_coef_raw.2,hour_coef_raw.3,hour_coef_raw.4,hour_coef_raw.5,hour_coef_raw.6,hour_coef_raw.7,hour_coef_raw.8,hour_coef_raw.9,hour_coef_raw.10,hour_coef_raw.11,hour_coef_raw.12,hour_coef_raw.13,hour_coef_raw.14,hour_coef_raw.15,hour_coef_raw.16,hour_coef_raw.17,hour_coef_raw.18,hour_coef_raw.19,hour_coef_raw.20,hour_coef_raw.21,hour_coef_raw.22,hour_coef_raw.23,fourier_coef.1.1,fourier_coef.1.2,fourier_coef.1.3,fourier_coef.2.1,fourier_coef.2.2,fourier_coef.2.3
1303,-56023.20305249246,49.2832735293533,-13.31106017539377,0.12064288668997249,0.6040457077189759,0.2838759973058435,1.3097633834494444,0.2859318342813326,0.7246618960358732,0.2726433411031193,0.2807986307555346,-0.24091202927426053,-0.6569909196682823,-1.1276549193899217,-2.8226906556093585,-3.52714957130861,-2.379146502698895,1.716093730834174,4.944389378963013,7.211391261194755,7.820393894050733,6.643835061862303,4.8187387905549635,3.392147067887593,1.3688948492463096,0.11811920331894904,0.06878307086678737,3.6573348793282423,9.557268684032719,14.87930136291963,13.82598437607944,10.87590578452077,7.257022126661211,3.668604968476811,3.468433949239636,0.8493237387334633,1.9089267849468463,-1.5184058599964074,-0.1324272420907619,4.288238725889879,-1.9174342542349454,-1.585339900911971
1304,-55903.901079067145,50.33316086215342,-13.71159350331676,0.12830947842469478,0.6000638132445163,0.2640219202314206,1.3067618071256293,0.551062001091494,0.7452457692926917,0.5190715901278039,0.2756714337486982,-0.9802611090822371,-1.1576405422804974,-1.2420274069780155,-3.0471293830030852,-3.7697364100448656,-2.4529829258942755,1.5034443311015833,4.7653581484275875,6.90598121001746,7.377834607637031,6.329843776245716,4.529370526211318,3.068714469304483,1.1967397081156286,-0.2810988759967099,-0.15517406690985447,3.30344806997113,9.086645086986373,13.843973266092563,13.227899126772298,10.527715057604896,7.305473534572429,3.547461570098576,3.1622112497617443,0.5830100896222529,1.3936322550365983,-1.6900907061607586,0.503372091704872,4.317387719030135,-1.8922963924105822,-1.254655442664621
1305,-55877.42522252325,51.155672017675016,-14.215452478523957,0.13429788478794402,0.5934718640299248,0.2628570090760701,1.2915078082822633,-0.016314904750955695,0.2172664244097798,0.25624478538147555,0.2883239796347144,-0.6935979674775798,-1.1925039431869273,-1.4011558659601695,-3.1661706902493276,-3.7392910558466785,-2.582440671386486,1.732178973363179,5.066110609898484,7.049772706033304,7.713530583425533,6.521737416571911,4.671119626192882,3.1667681741251044,1.2831825070136362,-0.16016223660803777,-0.22936551302239028,3.142165645028452,9.040697722866694,14.258997670952006,13.476846405659593,10.668540955605168,7.29408293959398,3.6184243154498406,3.2785255737350907,0.6749666069746716,1.7574471618060483,-1.426229701365081,0.28717708992953134,4.712029462697482,-1.877325310344685,-1.9332355122162326
1306,-56048.54471483979,48.76166646027628,-12.862620234169487,0.12372217119632241,0.5756518994722094,0.26621544223893334,1.3109164144060588,0.47943965574932806,1.0470381843432661,1.050959844614595,1.1370976229962555,-0.0025992552952431892,-0.5821004735194454,-1.238323041952694,-2.8372879828420885,-3.2755156544533146,-2.24854142914549,1.9142045806159016,5.397870483662176,7.4504563593101745,7.797960050442572,6.473145980691389,4.804895206105403,3.546283901284463,1.4240304467543723,0.049380101807053496,0.012485644611668525,3.5303803837074916,9.357840061258804,14.49886087174175,13.677222368559299,10.948355125706467,7.474226568017839,3.803697297958055,3.52845106091985,0.8231508911457215,2.071644341999261,-1.5783176461447184,0.18080133682742358,4.885005960160479,-1.689642835185969,-1.3328001457375787
1307,-55943.314559059225,49.57259305893385,-13.076565441431903,0.12241166840045235,0.5817691173442547,0.2595307647831851,1.3139522118188836,-0.0727676114621561,0.7608464145587249,0.73675284657899,0.7597035027858778,-0.47308056826131245,-0.735034026124196,-1.3440955013850775,-3.1630732298341386,-3.7551304928750495,-2.8101284549753687,1.349734546780819,5.021639944798524,7.032307172847832,7.5829410672455415,6.406780968583424,4.6759206228766805,3.103428451136485,1.3188696634578192,0.016191746311437584,0.06866474229588267,3.361578885983436,9.367235595951394,14.517474128241044,13.522797121444158,10.612065066599579,7.146483216901753,3.7607257257174584,3.5344841900050175,0.9039045898772672,1.832099310472193,-1.0060726092094812,0.19403153834214737,4.855772157002989,-1.815795611391756,-1.4004749039180102
1308,-55896.415827596924,49.98491527366727,-13.42711522169456,0.1113717520973154,0.5833171074945978,0.2615510442709193,1.3175799376248738,0.17223673306627088,0.7623237491588862,0.49569700183405274,-0.10135815645178842,-1.2781640343542995,-0.9391744000478367,-1.2369980247239,-2.9006228667032166,-3.590286962102103,-2.616557998094066,1.4532967833377883,4.807863645625866,6.791135888809607,7.42911435061717,6.10749141116512,4.493165327035138,2.9666533119887775,1.1947932731743605,-0.18370302069992522,-0.05505707338600739,3.228229621415855,9.238304614353614,14.143882728542462,13.16341660827553,10.430536700288531,7.1260454051980044,3.603263852858339,3.333178650814911,0.6605329773990095,1.8376559180219538,-1.4609897392264692,0.4047698346892362,4.393510751132305,-1.9557731238731648,-1.648319092527455
1309,-55902.808768094685,50.54764263303328,-14.349487949209262,0.12471619373107483,0.6276537921330703,0.30451794907474616,1.3020364406448222,0.15520948477125124,0.7975769106919672,0.7356665162886961,0.526859695834131,-0.7654461912169579,-1.4363218958239927,-1.229375355182313,-3.045911741770099,-3.687491525809034,-2.4298252526275057,1.6889861990175508,4.865182440124369,7.043395429026131,7.727343095489905,6.587270717357525,4.904127180565877,3.487022134300055,1.6355661932468386,0.39543317293878233,0.42976620170463053,3.6732727996992667,9.568422730434618,14.705890985391076,13.588679064153194,10.839666862636461,7.43070120693215,3.8331050658768677,3.239491363259056,0.6249548259374655,1.5661797844093956,-0.8956765036720147,0.20129706111207832,3.8149496809921644,-1.9158384913663828,-1.8027077596651067
1310,-56003.06825269774,50.47414032878552,-13.577008113412623,0.1327991550938903,0.5791136559137253,0.2650379346215174,1.3127291543866113,0.591209496700024,0.7660636250044371,0.6735477011080819,0.014523262625140608,-0.9811731057564198,-1.2912052470193627,-1.2239539932704755,-3.174124831884181,-3.848492369226492,-2.6280069293483956,1.4190171861795762,4.761370927513718,6.752649577126523,7.280073196222744,6.207618596801134,4.377049353833308,3.0154806640369918,1.1958935704318503,-0.2061523345910497,-0.16703229541152967,3.3057076499178635,9.072873105816353,14.22275667930555,13.317656703776759,10.504020936136282,7.18442086864159,3.450340574706668,2.920752908124726,0.5045784534277945,1.6113597417882675,-1.4754054978967357,0.22402381215719522,4.0636173240120135,-1.4663071454837808,-1.6171209774905135
1311,-55893.87259641012,50.133651308690474,-13.543752743091103,0.12137994172649491,0.5875418524811019,0.26772060323440966,1.2917483407856536,0.09615888100616214,0.6695132695367759,0.2575169360894891,0.6590738945090501,-0.5278699847849339,-1.1938860497622508,-1.2957110383719685,-3.0671261376655146,-3.6863729858722865,-2.692378768668705,1.3198040077604947,4.775896787264905,6.629481963755005,7.237132047291476,6.096455660713997,4.2995185270801795,2.8564984521441814,1.033129206549098,-0.38388952493966005,-0.21343706668338333,3.213640650200745,9.168656341004146,14.701905942770662,13.631294502619914,10.558470664374072,7.084533801498347,3.5110952440454337,3.0439187836141777,0.5558701543816003,1.8530836798004857,-0.9559328317945367,0.38644428384757845,4.426205519498877,-2.288406543213944,-0.7645863829899129
1312,-55940.989786457205,50.23522555519589,-13.890002866078751,0.11862804056267857,0.6218047329558429,0.2938272100033147,1.292980733862372,0.35709046235513203,0.8584011453038042,0.6973578001890671,0.6038775109128318,-0.4879737123289607,-0.6045587774119244,-1.2558939486548852,-2.8410113914731663,-3.566519273323152,-2.3970726685071977,1.8160708722547367,5.04347326735637,7.1476059498881845,7.579465053513633,6.535453057711692,4.730232229602452,3.319143988881166,1.569179035924907,0.23685644746246975,0.28449213265349843,3.637873039406786,9.601664805736908,14.70611557163531,13.549033802461112,11.011236119977907,7.382127033188165,3.718925748973886,3.192804947479695,0.7093241019297474,1.5782122758328583,-1.510344744575471,0.31621761538788007,4.606985392221019,-2.3286475012744834,-1.532636290222397
1313,-55945.1956724259,49.85591435937876,-13.270325660718893,0.12342218472790811,0.5910709199141925,0.28223554814131174,1.2965392392140782,0.02658466102342148,0.49594569787043125,0.5926813719055771,0.4612053536890781,-0.9425218705601491,-1.4639003847027068,-1.3309295150573284,-2.9448389363838343,-3.5805266064862526,-2.4148125497122246,1.8085066832510472,5.432055137302372,7.323387070308455,7.896312171754604,6.446812034307449,4.6484324536482,3.0503917385011894,1.1683046129252512,-0.13853545905015652,-0.15033687607688878,3.2297020793301896,9.216447499556212,14.302573109439502,13.283376744095163,10.526304811392254,7.08520396793496,3.496506078161394,2.872570436604654,0.5466782409306429,1.3824353246667234,-1.404919643594772,-0.05174825180510666,5.045128453195572,-2.553972248196322,-1.4843275239840839
1314,-55911.42131132894,50.54685841343566,-13.849063179008215,0.12587565405808782,0.5941326927433619,0.26530705776561303,1.2805342230674122,0.10130665235435342,0.8495350851538446,0.7603385376880948,0.19621796862926147,-1.2360259869032542,-1.1236271804959104,-1.2685809541665098,-3.0422852233212097,-3.7129833016090665,-2.777018767322878,1.295035694498517,4.846175271492076,6.896535091478375,7.214795633540765,6.087762903378888,4.397501053755339,3.091118017001893,1.1476977134405908,-0.27590852477205535,-0.25213982770054394,3.1354395621012547,8.921930297911224,14.099330531434582,13.198842741520133,10.434762430224495,6.931628529910314,3.4330279654483378,3.0606309679411656,0.5789015813959238,1.6814912501406107,-1.5048189632733744,0.28003452322778016,4.909119858418842,-1.9804329230181479,-1.3980302061583891
1315,-55902.09407416499,49.551308769278016,-13.04184485979749,0.12636567073223054,0.5888013839390926,0.26292738809592003,1.3106280571658602,0.26944817478235206,0.8457521553825134,0.561723963248843,-0.021338488056541347,-1.2217989866410832,-1.5419947103266867,-1.3135322157827816,-2.8870956542670636,-3.5690204372476164,-2.418584471772202,1.6481002614925302,5.206397472402323,7.127952907204489,7.684563991045161,6.614071324319171,4.801276893088859,3.388819348229962,1.5115988950199943,0.2742099264870107,0.2623578771101846,3.5984563264183658,9.591134441969437,14.721280544935457,13.673278551480758,10.63925550864894,7.391471739192282,3.7716715986467486,3.4575666319191867,0.8471389548495865,1.1652012372537883,-1.2773768916786095,-0.09640930212013424,4.322680087419824,-1.8168975592255252,-1.684097382829778
1316,-55920.726242343844,49.97870398123361,-13.53430121372992,0.1310276119611418,0.5800372799901331,0.2590752399469261,1.3108865729529326,0.5629552915004458,1.024092015362863,0.37412018312938544,0.1495971651918552,-1.052198737948766,-1.0388820587660244,-1.2506086685671218,-3.000619376948243,-3.761535756109648,-2.5688527637899785,1.4255524547516945,4.884874712575348,7.026577198912527,7.866521002603139,6.644804463134352,4.678524286606527,3.376585420265666,1.4496114324562583,-0.00560633572255962,0.1254492076729651,3.1866184514283145,9.058047381114186,14.27871751684656,13.502585684772988,10.566069127770524,7.016072279714496,3.564312912787867,3.2903732794502085,0.5056566601592033,1.4820872477899418,-1.6956427955980615,-0.22972435043654044,4.4676041463262886,-2.3625020121181355,-1.4279726701335984
1317,-55985.674285557696,50.25596314205698,-13.459542990239045,0.12737307939658318,0.5850832014933366,0.26720076090013567,1.3464485820661396,-0.0008736278911951924,0.6148350498566889,0.4283977945760949,0.026436742922636224,-0.520781295293805,-1.2353142697125101,-1.2850263242414557,-3.023939666101872,-3.7224814700529656,-2.7043669969787003,1.3382556237964855,4.767006744255418,6.607174483163384,7.124083578016918,5.900110207575851,4.278840220433065,2.9149289751306373,1.0250841111933848,-0.15603835533549676,-0.029498439952954716,3.4140706989344074,9.217561694970072,14.419982652426096,13.367023392690037,10.537398437983207,7.082948813482301,3.538031513926571,3.068951573599673,0.5073219499002039,1.3953347542817733,-1.9179680991198678,0.03673140534537386,4.663668258078283,-1.7644435641566367,-1.4069376318628601
1318,-55804.41934593948,50.49274675946331,-13.977445299285774,0.12619849395082267,0.6196556486657067,0.2788897236109155,1.3009283652325943,0.523719195807246,0.8930426298364383,0.909873133344064,0.36393200737836884,-0.4474089785475253,-0.9260694539957018,-1.2541662391762889,-2.9470282503055483,-3.468726356976295,-2.3959923562893235,1.9124476736576885,5.440470111586882,7.49784237431476,8.036693992228951,6.839288580608641,4.701300797260918,3.1095905187023947,1.28323179376737,-0.02643350519677139,0.1995928376214698,3.637870276739034,9.538075731564913,14.50713498957202,13.579063589132607,10.697723315613016,7.3283997326555665,3.7897811253319764,3.2125829831120867,0.6875279515352963,1.785763848754177,-1.402490605965485,0.47788626167944326,4.3417961716170135,-2.06503474964239,-1.7535096083164947
1319,-56033.907225803916,50.927530673435164,-14.016257818655735,0.1293302027110539,0.5795977883569193,0.26665626221419114,1.3170465368339235,0.03668688362526684,0.4925390307460193,0.4927196711872463,0.5160057402455793,-1.0534814367513397,-1.3865382102034363,-1.45678877654342,-3.31637702561918,-3.914603007037714,-2.7191407244945105,1.4439031550352,4.979010306408168,7.043727802274693,7.6000091056552,6.541263853101094,4.561875208873475,3.2571518250101956,1.3072098413979671,-0.12844029961511413,-0.017544109499453446,3.235294026699206,9.188227663527911,14.206944049909696,13.170156096460834,10.632544325993736,7.1232595934791405,3.6813908068659296,3.3456720997037084,0.8245463899080202,1.542031942040482,-1.3073737735074784,0.7795945104653931,4.596535181593873,-1.7582635453806517,-1.2914937484655653
1320,-55935.10434979961,49.78763573782407,-13.687846177559951,0.13082273024949356,0.5711955002686337,0.26191628756358504,1.2836575011662843,0.3896779249311292,1.1801830578361345,0.7190085063506312,0.5128199146275731,-0.3603012483034519,-1.0401292211712307,-1.1525745723299041,-3.0530190989463435,-3.6655663186947676,-2.5500292178163173,1.5177711325931296,5.167467745759235,6.944948784093515,7.628337759294363,6.364390207655796,4.541222507447668,2.99430912866872,1.0815760199213156,-0.4775549142510559,-0.4576379311132406,3.1258803415526586,9.217076863926287,14.345846871372634,13.280263938209107,10.535342274092969,7.148010553648747,3.547920788436887,3.238694139542855,0.7515734489120943,1.491949336310162,-1.504462229382625,0.6536515793078576,4.148480627205315,-2.5665620902426656,-1.7927456694602701
1321,-55954.083991531246,49.72410793484203,-13.525624186833584,0.12512552651967881,0.615935235590721,0.28097340027321704,1.2949302816251609,0.2361975735743018,0.9947643400608667,0.9478570398625625,0.6293117656725311,-0.6913287538155061,-0.8296433137732453,-1.2248556427532393,-2.9044546650290646,-3.6968559594584955,-2.523450934446375,1.4686445199195748,4.992469174341131,7.101416732092425,7.466456195522369,6.3178619128142115,4.646422889962348,3.3135416501938524,1.497119360894053,0.013567291811290441,0.14879298024870152,3.5455258821013764,9.386021480296614,14.464033193178105,13.58086667838957,10.820820485168795,7.231988231325516,3.8082053507146374,3.4687479741290748,0.6928220200755242,1.5923062169893172,-1.3772118733022451,-0.08583712402444056,4.021485878796677,-1.716809888357904,-1.7796228965973981
1322,-56076.351690301795,49.99193451125884,-13.763846471688979,0.12389679133792195,0.5898582416363006,0.28213932722085844,1.3042947545180918,0.348115926282772,0.8419425462744082,0.5602266580866269,0.46280457311985385,-0.4288812949920907,-0.8965403049758502,-1.303295447726957,-2.969594124988102,-3.622774013530505,-2.5462867363134234,1.6770808820234107,5.189379686739198,7.07147761774804,7.4757789949788025,6.322647821916276,4.3595853218552705,3.0124046268372338,1.2914717715203257,-0.10764123473387116,-0.0524957282522532,3.4163650324949417,9.519561745791144,14.707167749030258,13.668670251009,10.552051466954675,6.936654623732735,3.4653711800843094,3.114406209114348,0.4892076026256238,1.4625735371430908,-1.391074474357045,-0.7983400034284724,4.579141853863816,-1.9651578826142007,-1.693550511472208
1323,-56002.600209640885,50.30978571356137,-13.957133378469171,0.12297814562759701,0.5799838302286374,0.2591162554905892,1.2930615821966327,0.2666167365598533,1.0600866888839893,1.0756398797721682,0.5737811892741289,-0.8900967990996068,-1.0459710268023379,-1.4841722787006946,-3.0843053186566487,-3.688560878601245,-2.531269571615732,1.5840660416326737,5.190578500724515,7.2660795272201115,7.935436337018628,6.426296746320811,4.431936608832075,2.9939287757956294,0.9698227848007795,-0.4380892650310735,-0.33001515012456994,3.3054375841103556,9.29162764416381,14.322681922331183,13.113459177608778,10.407036348731891,7.106285163626599,3.541116600012791,3.314893917223816,0.7075980422863752,1.1618422206174666,-1.5809266064413339,0.17592895792967872,4.597958011061178,-1.8553799490143879,-1.5980139545476875
1324,-55804.325077657115,50.09481988252731,-13.695340986516191,0.12674031724446325,0.5932107683766635,0.2646844490695881,1.2932800092922307,0.3651521509240136,0.892620908092663,0.5825734884993671,0.22538790001910947,-0.8943911379719562,-0.8490252398180532,-1.2984084336664772,-3.0744233307447684,-3.6824329392248756,-2.6658452123601,1.4789884233341468,4.884436533421647,7.05004537988167,7.59348258417192,6.41759927961684,4.596311812407387,3.162238722023957,1.5075278866237545,0.314043568605205,0.15342994145834538,3.53575331526087,9.334054375979987,14.40549055151982,13.6088981389071,10.758157791843244,7.238586707679517,3.383399876822917,3.166979893014254,0.6709932948670404,1.3982254807392114,-1.3576454361095591,0.06314340321563489,3.9721982890426877,-2.085640767572948,-1.2408414160851988
1325,-55689.426115183705,50.22380949067812,-13.660140154893005,0.12103994566263365,0.617847395384267,0.2659102773042383,1.2962973804106854,-0.06486958342303863,0.3839599703753366,0.1008954472484144,0.09310847655582757,-0.6695261563878744,-0.8860988193851895,-1.2696495460098338,-2.8957351552690636,-3.608738287857361,-2.6531382317973087,1.4953618866310356,5.022797060739937,7.047986805105519,7.723914026204664,6.42104494203601,4.673484861973224,3.2369823112167175,1.3389634673840634,0.02574332605063684,0.001260946604492644,3.294328590744857,9.117722272633408,14.38853875540549,13.415263538589501,10.49172070913853,7.114777103195809,3.589701504674238,3.1550413787506466,0.5900257058486047,1.6034712722840025,-1.0995749262871441,0.9881859189042204,3.804913568648073,-2.3721991411486703,-1.6454337994071089
1326,-56010.876079032605,50.42934501807238,-13.544104570722551,0.12400607027065377,0.5879592756442529,0.2711999093562918,1.2901951150793554,0.07723506482098608,0.31143398574836406,0.5762784501677343,0.4119426273427199,-0.8008563560848747,-0.856511526023836,-1.232314098312789,-3.044928615643271,-3.745776919307031,-2.5931453111297587,1.4952752613208122,5.004246662288712,6.852555550925665,7.46563481842479,6.259917652296954,4.463086399165289,2.8907207282631737,1.265158598782559,-0.06272470107749964,-0.08426442517131405,3.294759370326645,8.915824374868333,14.106495059596362,13.174098631872745,10.319122389954817,6.893693319343166,3.244616663958008,2.8661913940902903,0.44312298499218106,2.080381458160573,-1.5250908227993947,-0.32349852686699515,4.2897878663962805,-2.5660982232352985,-1.4975782476918404
