draws,lp__,overall_mean,yearly_trend,theta,sigma,day_coef_raw.1,day_coef_raw.2,day_coef_raw.3,day_coef_raw.4,day_coef_raw.5,day_coef_raw.6,hour_coef_raw.1,hour_coef_raw.2,hour_coef_raw.3,hour_coef_raw.4,hour_coef_raw.5,hour_coef_raw.6,hour_coef_raw.7,hour_coef_raw.8,hour_coef_raw.9,hour_coef_raw.10,hour_coef_raw.11,hour_coef_raw.12,hour_coef_raw.13,hour_coef_raw.14,hour_coef_raw.15,hour_coef_raw.16,hour_coef_raw.17,hour_coef_raw.18,hour_coef_raw.19,hour_coef_raw.20,hour_coef_raw.21,hour_coef_raw.22,hour_coef_raw.23,fourier_coef.1.1,fourier_coef.1.2,fourier_coef.1.3,fourier_coef.2.1,fourier_coef.2.2,fourier_coef.2.3
20,-52051.3038971832,53.70757793086312,-16.64172972112202,0.17103001989075683,5.06056067351196,0.21534227460926925,1.1787035487241606,0.6357994612930145,0.3480328360556344,-0.6193613215875753,-1.3056434799918288,-1.3145318385694482,-4.016368903561736,-4.714880984372147,-2.9887636568763467,1.48163344758211,5.406936461803998,8.062979359933616,9.613247088405144,8.457426458101969,6.260028902940281,4.793742278630573,2.5935802686927922,0.7059949653103481,0.6648628612871943,3.703898924802836,12.048552810491328,19.79578575503988,18.747455515948268,13.596638874681414,7.557045033060973,3.2946555842563807,3.089575910053597,0.8525508557753386,1.8125619023619797,-0.015288929200440345,0.4836687498258201,5.234621742650265,-1.5737996738995192,-0.8100510961509603
21,-52057.40349325167,54.31464804650537,-17.111711916680072,0.1717357650868564,5.056918788486898,0.03366370062869267,0.9407757370747989,0.9415952143827223,0.2726801089216568,-0.9512842107656567,-1.6336682578864483,-1.6938361499331311,-4.294609248176756,-5.279338245498743,-3.786614032120368,0.5647823770438953,4.672438399219537,7.285279272934866,8.574363377964767,7.376188962549774,5.594942408778948,4.271610528391468,1.977450712175248,0.09766371663132573,0.0069590883434508186,3.2415124024420674,11.880403346177877,19.70814848881063,18.872767926795554,14.046832734739256,8.226570671212801,3.7179591222334625,3.5283300316620942,0.9125130327567198,1.9985236749341204,-0.17759647386706676,0.2538562074987454,5.174344988558124,-1.3430730116909737,-1.887275945978074
22,-52052.95648846327,54.5138421361527,-17.39417377870516,0.17322177248483578,5.130584141915373,0.25242573771127225,1.0890128302648008,0.2339614159050876,-0.241271152888406,-0.9389561732788154,-1.6569785338003211,-1.9409903780490902,-4.602387838175813,-5.586528965093339,-3.8391344485251193,0.9224025984837873,4.917062704959537,7.225902550867616,8.667633093317866,7.917413212413221,5.788627003286759,4.456699707685221,2.5313462736493566,0.5399883830191925,0.6281932867842942,3.595406975080599,12.084072173507371,19.636810396228384,18.51519695001261,13.301405084744562,7.504143247475048,3.20276038334174,2.855092850814192,0.40001792765277233,2.091624687012347,0.06455351057236869,0.6041036898304321,5.320675935786873,-1.6939287931679785,-1.1687053198348867
23,-52059.43964449541,53.910207083308094,-16.834203117028324,0.169510512507391,5.079710241639912,1.3091582954024523,1.6234902717898538,1.0200265280848368,0.6971068029806518,-0.6344543880953477,-1.52550191749091,-1.7882425851165127,-4.385952218112935,-5.476259498119613,-3.8304252894672093,0.5508205770195441,4.459887932889102,7.107640108135609,8.980876104351557,8.132380578175006,5.719041502031862,4.224421190547383,2.147681260951155,0.4960892116462874,0.6188809606411747,3.6519969255671563,11.982233007694582,19.477887010230607,18.357310934292133,13.573562103410014,7.595993917690791,3.2285754675981986,2.831145857284454,0.7931691181817832,1.9151302993977368,0.3530605216000478,0.9645898956778424,5.345664174017202,-1.8969284458125195,-0.467444846106273
24,-52052.15257886511,54.4459024532904,-17.142939786080298,0.17080163629946227,5.083783607545581,0.26255840696322624,0.41081972236716435,0.003811929087146646,-0.03595889136302094,-1.4309203455338726,-1.9476511572576236,-1.8016318763664045,-4.09389297533814,-4.735831824750789,-3.1048842532039034,1.6381224013560944,5.450206860870444,8.045636870929075,9.40174958602693,8.288863373931935,6.2778779824875395,4.939542015319693,2.6924967353324765,0.8445718591007473,0.900872656924603,3.824317240199724,11.89433597693551,19.727154245399227,18.40099900262692,13.525090790466923,7.549183784548287,3.3730685386829897,3.0859834974714473,0.4698968564144624,2.3923829855910017,-0.25959063457722453,0.17386537321776055,4.921884875362274,-1.7635209872256694,-1.5760865686792596
25,-52055.461197017525,54.66865408339802,-16.981324622481512,0.1810749546545088,5.086388592954385,0.2472781374190985,0.5914725704184969,-0.019848376133105902,-0.12509231063424825,-1.2273217335809279,-1.7900274590620437,-1.7429930465283685,-4.384625952881618,-5.407726301562047,-3.660857166154793,0.9157488522200249,5.027376834423217,7.610425014241236,8.80276322149288,7.558145908173479,5.380689492332481,4.304074505203849,2.656966626437743,0.7054058057808984,0.7822699629313452,4.046794480310402,12.132114275002913,19.850811922607384,18.709034205382746,13.773608354473204,7.770308385222972,3.4068086486734663,3.393627451998674,0.8633634873417068,2.2502166399749983,-0.0861300684208034,0.6308667450821277,5.1506149893307125,-1.7270260771542876,-0.5864863761865178
26,-52060.16424829789,54.252282330247766,-17.68442947805001,0.17242160507143794,5.033694849673252,0.6706411933159371,0.9980147355827094,1.125931570003398,0.6950333638167105,-0.831059044633197,-1.6571619428314321,-1.791253488367684,-4.461803634934514,-5.251644289219379,-3.739956723095696,0.757696948775809,4.971617096347029,7.514949307374777,9.084691379607891,8.24462951530519,5.731925301100316,4.075763589771425,1.8411151854585968,0.14858703395662506,0.1622884922089574,3.2002504750347827,11.486876713401454,19.193417055282953,18.439242783139196,13.416669603970758,7.6319355135428815,3.0178656192348456,2.7669341508202607,0.6590219160234558,2.136385293238104,-0.3075486687303235,0.701523865206834,4.837413533086781,-2.161734717022706,-1.4217733360884148
27,-52060.96549856949,54.32618390906935,-17.2060964351693,0.18082668113886705,5.120650964515973,-0.13380941175889294,0.982732598408759,0.9261225926933063,0.35387482498224754,-0.48397459744279286,-1.6683211447112705,-1.7461919131147865,-4.2217579298375965,-5.06296175686799,-3.1193991363272215,1.2823980098252634,5.135502969874055,7.428188839996525,8.893853085390052,8.131511123095326,5.695677075370491,4.060094917272894,2.4485790104828955,0.47773322053912265,0.36602509547455186,4.0528419474916895,12.01565380369925,19.94963375991691,18.742311340221228,13.769259774697723,8.025968630492832,3.690975135320762,3.318212935416541,0.6897334990593604,1.8992174756813038,-0.3907747812839327,-0.03249446590031796,4.914014746138186,-1.4331702325945221,-1.8153679489911423
28,-52059.793582095175,54.90038067731311,-17.523209358138928,0.17553629153331735,5.088763970155717,-0.47410550283567277,0.6276982919838875,0.7531216354596901,0.029736933762256657,-1.4135698505070795,-2.0091077100260617,-1.9032440343945742,-4.160469766608699,-5.029400205404339,-3.003602219685578,1.7018493570630335,5.766167672683975,8.095683425681594,9.522999922058291,8.62355603644815,6.321606177565893,4.691840731673306,2.8274904531681697,0.864068550843023,0.9643593891382185,4.009890841604445,12.221451878589178,19.363927708060103,18.36630050871227,13.36962963280532,7.879977962488221,3.398798971126574,3.0127334075942818,0.8360652342148911,2.0786355272607997,-0.5523533307868197,0.7476562160800445,4.827413656316827,-1.259818245577665,-1.0339271479730234
29,-52056.56359141739,55.15559212523903,-17.35435577911159,0.16453663993274623,5.064023973396235,-0.23126637957513027,-0.09798797127150763,0.21292481038288094,-0.6518818174037787,-1.4702070513481313,-2.3603407922975084,-1.8034917528646357,-4.257829736151498,-5.003618642343257,-3.341421358399693,0.9920415620280215,5.131248666344864,7.698863197029501,9.411918409181132,8.41476422475984,6.1781945725125995,4.70683696231301,2.353323110027772,0.28033714083508665,0.15913638760624463,3.4060744523080815,11.710316704855943,19.387494599633296,18.390803276440344,13.69598242793235,7.951797305214212,3.344915917574395,3.1591346087867413,0.6645571125045777,2.067380543181299,-0.19661954856011446,-0.1489781487666978,4.943291886694801,-1.5891705220213375,-1.6113829360423058
